slang,formal,In-dictionary,context,category1,category2,category3
brpndapat,berpendapat,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
trutama,terutama,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,zeroisasi,0,0
hiraukn,hiraukan,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
diamkn,diamkan,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
hrsny,harusny,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
brsyukur,bersyukur,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
mmberikn,memberikan,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
rasakn,rasakan,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
cari2,cari-cari,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,reduplikasi,0,0
kesalahanny,kesalahannya,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
kekuranganny,kekurangannya,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
seandainy,seandainya,0,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
perasaanny,perasaannya,1,ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak (m aurel & m azriel) srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,abreviasi,0,0
diindonesis,diindonesia,0,Asanty contoh yg baik bagi ibu tiri diindonesis,salah ketik,0,0
liyatnya,lihatnya,0,Seneng banget liyatnya...����Bunda Ashanty  bisa menjadi inspirasi buat aku���,subtitusi,0,0
kayahhh,kaya,1,Ini baru orang kayahhh ������������,anaptiksis,elongasi,0
ala2,ala-ala,0,Ala2 DOTS ����@zumarohumi ����,reduplikasi,0,0
yook,yuk,1,@prashintashinta besok nonton film ini bareng yook ��������,modifikasi vokal,elongasi,0
yoookkkk,yuk,1,Yoookkkk @therealechii,modifikasi vokal,elongasi,0
siihh,sih,1,Masyallah bang ganteng banget siihh*elus2 perut,elongasi,0,0
elus2,elus-elus,0,Masyallah bang ganteng banget siihh*elus2 perut,reduplikasi,0,0
asliiiii,asli,1,@deviamaliach asliiiii bikin baper wkwk,elongasi,0,0
aduuhhhh,aduh,1,@halidafadil aduuhhhh ����,elongasi,0,0
belom,belum,1,Yg ngatain belom ngaca wkwkwkwkwk,modifikasi vokal,0,0
padahl,padahal,1,"Kok pada nge bully @yudha_zoldyck_03 padahl kan masalahnya hanya si yudha ama si azka,,,, knp kalian ikut ikut Tan,,, aneh,, kalian tau kasian ga sih si yudha di bully mulu lah si azka kan hanya di katain itu doank,,,, bukanya aku berpihak ke si yudha tpi kasian coba kalian berada di posisi si yudha,,,, udahlah dek azka kalo saya boleh minta postingan ini harap di hapus,,, karna kasian juga ke yudha nya",abreviasi,0,0
btul,betul,1,@mayaprahasella btul tu ����,abreviasi,0,0
kejahatn,kejahatan,1,Betul azka kejahatan jangan dibalas kejahatn ya nak. Tunjukan bhwa azka lebih dan jauh dari mereka slam untuk papa mama azka ya.,abreviasi,0,0
slam,salam,1,Betul azka kejahatan jangan dibalas kejahatn ya nak. Tunjukan bhwa azka lebih dan jauh dari mereka slam untuk papa mama azka ya.,abreviasi,0,0
ngelewati,melewati,1,Kadang sikap anak anak ngelewati batas di beberapa cara.  Gak cuma anak anak sih . Manusia gitu pada umumnya nya.  Tapi kan dari semua itu kita belajar . . . Yaaaa kalu salah di beneri.  Kalu kusut di setrika . Kaku khilaf di ingatkan ���� .  Jngan ngerendahin Mulu.  Nyalahin . Ngebuli atau apaalahh. . . Gak kasihan apa. Atau kalian pada ngerasa sempurna . Hehehe,afiksasi,0,0
kalu,kalau,1,Kadang sikap anak anak ngelewati batas di beberapa cara.  Gak cuma anak anak sih . Manusia gitu pada umumnya nya.  Tapi kan dari semua itu kita belajar . . . Yaaaa kalu salah di beneri.  Kalu kusut di setrika . Kaku khilaf di ingatkan ���� .  Jngan ngerendahin Mulu.  Nyalahin . Ngebuli atau apaalahh. . . Gak kasihan apa. Atau kalian pada ngerasa sempurna . Hehehe,abreviasi,0,0
ngerendahin,merendahkan,1,Kadang sikap anak anak ngelewati batas di beberapa cara.  Gak cuma anak anak sih . Manusia gitu pada umumnya nya.  Tapi kan dari semua itu kita belajar . . . Yaaaa kalu salah di beneri.  Kalu kusut di setrika . Kaku khilaf di ingatkan ���� .  Jngan ngerendahin Mulu.  Nyalahin . Ngebuli atau apaalahh. . . Gak kasihan apa. Atau kalian pada ngerasa sempurna . Hehehe,afiksasi,0,0
apaalahh,apalah,0,Kadang sikap anak anak ngelewati batas di beberapa cara.  Gak cuma anak anak sih . Manusia gitu pada umumnya nya.  Tapi kan dari semua itu kita belajar . . . Yaaaa kalu salah di beneri.  Kalu kusut di setrika . Kaku khilaf di ingatkan ���� .  Jngan ngerendahin Mulu.  Nyalahin . Ngebuli atau apaalahh. . . Gak kasihan apa. Atau kalian pada ngerasa sempurna . Hehehe,elongasi,0,0
tnp,tanpa,1,anak itu ga bakalan d bully pengemar azka klo dia berkomentar tnp menyebut2 kebun binatang .. Anda bukan hny berpihak sm dia..tp jg membenarkan ap yg salah.. Sy sangat tdk percaya klo hp dia d hack ataupun d bajak bla bla bla.. Sbg ortu kita hrus berpikiran luas... Jgn membenarkan tingkah anak yg slh.. Klo bgtu...nanti gede dia ga tau yg mana yg bener..dan yg slh yg mana...,abreviasi,0,0
menyebut2,menyebut-nyebut,0,anak itu ga bakalan d bully pengemar azka klo dia berkomentar tnp menyebut2 kebun binatang .. Anda bukan hny berpihak sm dia..tp jg membenarkan ap yg salah.. Sy sangat tdk percaya klo hp dia d hack ataupun d bajak bla bla bla.. Sbg ortu kita hrus berpikiran luas... Jgn membenarkan tingkah anak yg slh.. Klo bgtu...nanti gede dia ga tau yg mana yg bener..dan yg slh yg mana...,reduplikasi,0,0
mnt,minta,1,Sorry ya @araflukman .. Sy kmrn komen na bkn utk anda kok.. Tp utk yg d atas lg.. Hahaha.. Yg mnt fotonya d hapus tuh..wkwkwk,abreviasi,0,0
kiya,kita,1,"Azka baik banget ,btw orang yang sprti itu artinya iri sm kiya",salah ketik,0,0
miriiiiip,mirip,1,Miriiiiip dirimuuu @selvinuryuliani,elongasi,0,0
dirimuuu,dirimu,0,Miriiiiip dirimuuu @selvinuryuliani,elongasi,0,0
yoiiu,yoi,0,Yoiiu . Di balubur ada yaaa hahahaa @tedjaa @frkania,anaptiksis,elongasi,0
semuanyaaaa,semuanya,0,"Terimakasih semuanyaaaa �������� maaf gabisa disebut 1-1 tp insya Allah semua ucapan & doanya dibaca semua, hehe sukses juga untuk semuanya yaa.. ��������",elongasi,0,0
suka.a,sukanya,0,Dasar artis2 yg suka.a cari sensasi doang.. Sayang banget sama @kartikaputriworld jdii ikut2an cari sensasi ..,pungtuasi,0,0
jdii,jadi,1,Dasar artis2 yg suka.a cari sensasi doang.. Sayang banget sama @kartikaputriworld jdii ikut2an cari sensasi ..,abreviasi,elongasi,0
blnja,belanja,1,"langganan aku ni blnja d @seyzolshop fto sma brangnya sama"" bgus kualitas nya jga bgs bngt ����",abreviasi,0,0
brangnya,barangnya,0,"langganan aku ni blnja d @seyzolshop fto sma brangnya sama"" bgus kualitas nya jga bgs bngt ����",abreviasi,0,0
ada2,ada-ada,0,"@juliaperrezz  itu lah hdp kk lw pohon sudah berbuah ya ada2 aja yg nimpuk pakai batulah pakai bambu lah ,,,sabar toh wong ayu��������",reduplikasi,0,0
nimpuk,menimpuk,1,"@juliaperrezz  itu lah hdp kk lw pohon sudah berbuah ya ada2 aja yg nimpuk pakai batulah pakai bambu lah ,,,sabar toh wong ayu��������",afiksasi,0,0
abiss,habis,1,"3 cewek drama queen abiss.. Jedar mah stay classy aja, temennya jedar juga orang berkelas semua.",zeroisasi,elongasi,0
prlu,perlu,1,"Pasti gk sedikit yang pernah kecewa sama produk PEMBESAR PAYUDARA baik dalam bentuk cream atau minyak kan ? begitu juga saya pernah beberapa kali menjadi korbannya,sudah meng habiskan banyak uang tp tidak ada hasil nya,tapi setelah move on pada alat yang s sebut M.H.C.A dari@dr.ayu.herbal saya sangat bersyukur karna semenjak saya menggunakan alat tersebut saya tdk prlu menghabiskan uang banyak lg karna PAYUDARA aku berubah total,chat aja langsung deh pin nyh BBM:5E9D9F6D",abreviasi,0,0
coyyy,coy,0,"@Testimoni_jasa_followerseno jasa followers dan likes termurah, langganan selebgram coyyy",elongasi,0,0
suaranyaa,suaranya,0,"Kalo nyanyi suaranyaa behh ga enak di denger, enakan suaranya ka depe",elongasi,0,0
jnagn,jangan,1,Jnagn ribut di sini. Tar lo di cakar lagi ama kucing liar... ���������������������������������������� Ooppppssssss sorry agak kurang sopan. #IniFAKTA,abreviasi,0,0
kcwa,kecewa,1,Sumpah gw ngefans sma jupe. Tp gara2 ini gw jadi kcwa :'(,abreviasi,0,0
jaman2,jaman-jaman,0,"Udah kelihatan kok siapa yg drama queen. Dulu aku respect bgt sm @inijedar skrg udah enggak sama sekali. Jaman2 sm olga dlu, jedar sok2an dket2in olga dan belajar jd muallaf. Sholat bareng, konsultasi ke ustad, bla bla bla. Cobak dehh cek ke youtube psti msh ada britanya. Ehhh begitu beberapa bulan jejaknya ilang, tau2 pcrn sm bule trs punya anak. Haters mahh emg mulutnya kotor, sekalinya g suka tetep g suka dan ngatain sii artis yg dibenci trlalu parah untuk dikatakan sbg haters itu manusia. Anehnya jamam skrg, org yg buruk dibela dan org yg baik di caci maki.",reduplikasi,0,0
sok2an,sok-sokan,1,"Udah kelihatan kok siapa yg drama queen. Dulu aku respect bgt sm @inijedar skrg udah enggak sama sekali. Jaman2 sm olga dlu, jedar sok2an dket2in olga dan belajar jd muallaf. Sholat bareng, konsultasi ke ustad, bla bla bla. Cobak dehh cek ke youtube psti msh ada britanya. Ehhh begitu beberapa bulan jejaknya ilang, tau2 pcrn sm bule trs punya anak. Haters mahh emg mulutnya kotor, sekalinya g suka tetep g suka dan ngatain sii artis yg dibenci trlalu parah untuk dikatakan sbg haters itu manusia. Anehnya jamam skrg, org yg buruk dibela dan org yg baik di caci maki.",reduplikasi,0,0
dket2in,dekat-dekati,0,"Udah kelihatan kok siapa yg drama queen. Dulu aku respect bgt sm @inijedar skrg udah enggak sama sekali. Jaman2 sm olga dlu, jedar sok2an dket2in olga dan belajar jd muallaf. Sholat bareng, konsultasi ke ustad, bla bla bla. Cobak dehh cek ke youtube psti msh ada britanya. Ehhh begitu beberapa bulan jejaknya ilang, tau2 pcrn sm bule trs punya anak. Haters mahh emg mulutnya kotor, sekalinya g suka tetep g suka dan ngatain sii artis yg dibenci trlalu parah untuk dikatakan sbg haters itu manusia. Anehnya jamam skrg, org yg buruk dibela dan org yg baik di caci maki.",abreviasi,reduplikasi,afiksasi
cobak,coba,1,"Udah kelihatan kok siapa yg drama queen. Dulu aku respect bgt sm @inijedar skrg udah enggak sama sekali. Jaman2 sm olga dlu, jedar sok2an dket2in olga dan belajar jd muallaf. Sholat bareng, konsultasi ke ustad, bla bla bla. Cobak dehh cek ke youtube psti msh ada britanya. Ehhh begitu beberapa bulan jejaknya ilang, tau2 pcrn sm bule trs punya anak. Haters mahh emg mulutnya kotor, sekalinya g suka tetep g suka dan ngatain sii artis yg dibenci trlalu parah untuk dikatakan sbg haters itu manusia. Anehnya jamam skrg, org yg buruk dibela dan org yg baik di caci maki.",anaptiksis,0,0
britanya,beritanya,0,"Udah kelihatan kok siapa yg drama queen. Dulu aku respect bgt sm @inijedar skrg udah enggak sama sekali. Jaman2 sm olga dlu, jedar sok2an dket2in olga dan belajar jd muallaf. Sholat bareng, konsultasi ke ustad, bla bla bla. Cobak dehh cek ke youtube psti msh ada britanya. Ehhh begitu beberapa bulan jejaknya ilang, tau2 pcrn sm bule trs punya anak. Haters mahh emg mulutnya kotor, sekalinya g suka tetep g suka dan ngatain sii artis yg dibenci trlalu parah untuk dikatakan sbg haters itu manusia. Anehnya jamam skrg, org yg buruk dibela dan org yg baik di caci maki.",zeroisasi,0,0
